"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"1118","5149","17","10th","Female","Charlotte Country Day School","2","1","I'm a Moondance Alumni","Charlotte","NC",,"28207","Yes","SAF 2B","South Africa 2",,"Enrolled","08-31-2021","08-31-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","CHA","Off the Charts (Highest)","Enrolled","HWI 1B"
"1119","7179","15","7th","Male","St. Bernard's School","2","0","Friend","New York","NY",,"10128",,"BCO 2B","British Columbia 2",,"Enrolled","08-27-2021","08-30-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","PNW","Off the Charts (Highest)","Alumni",
"1120","9216","13","6th","Male","Providence Day School","3","0","Friend","Charlotte","NC",,"28270",,"CAL 2C","California 2",,"Enrolled","12-07-2021","12-07-2021",,"Yes","4","Exceeded expectations","Just Right","Not Sure","CAN","5","Enrolled","COT 2A"
"1121","5458","16","9th","Female","The Lovett School","2","1","Friend","Atlanta","GA","United States","30327",,"FIJ 1A","Fiji 1",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"4","Cancelled",
"1122","7256","17","10th","Male","The Seven Hills School","1","3","Friend","Cincinnati","OH",,"45208",,"DOL 1A","Dolomites 1","1","Enrolled","12-15-2021","12-15-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"5","Alumni",
"1123","4409","18","11th","Male","The Seven Hills School","2","3","Friend","Cincinnati","OH",,"45208",,"CHA 3A","Chamonix Alps 3","1","Enrolled","03-16-2022","03-16-2022",,"Yes",,,,,,"Off the Charts (Highest)","Cancelled",
"1124","7994","15","8th","Female","Episcopal School of Dallas","3","0","Friend","Dallas","TX",,"75229",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","04-08-2022","04-11-2022",,"No","5","Exceeded expectations","Too Short","Yes","FIJ","Off the Charts (Highest)","Enrolled","FIJ 3B"
"1125","9305","18","12th","Male","Norfolk Academy","1","0","Friend","Norfolk","VA",,"23508",,"KIL 2","Kilimanjaro 2",,"Enrolled","01-25-2022","01-25-2022",,"No",,,,,,"Off the Charts (Highest)","Alumni",
"1126","6748","17","10th","Male","Charlotte Country Day School","2","1","Friend","Charlotte","NC",,"28211",,"CRO 1B","Croatia 1",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","THA","5","Alumni",
"1127","5034","17","10th","Male","Laguna Blanca School","2","1","Competitor","Montecito","CA",,"93108",,"FIJ 2B","Fiji 2","1","Enrolled","08-12-2021","08-13-2021",,"No","5","Exceeded expectations","Too Short","Yes",,"4","Alumni",
"1128","5033","17","10th","Male","Laguna Blanca School","2","1","Competitor","Montecito","CA",,"93108",,"FIJ 2A","Fiji 2","1","Enrolled","08-18-2021","02-24-2022","08-18-2021, 02-24-2022","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"4","Alumni",
"1129","8307","16","9th","Female","Myers Park High School","2","0","Family","Charlotte","NC",,"28209",,"BCR 3B","Belize+Costa Rica 3",,"Enrolled","09-09-2021","11-04-2021",,"Yes","5","Met expectations","Too Short","Yes","HWI, SAF",,"Enrolled","SAF 3A"
"1130","5629","18","10th","Female","Charlotte Country Day School","2","1","Family","Charlotte","NC","United States","28211",,"KEZ 2B","Kenya + Zanzibar 2",,"Enrolled","08-12-2021","08-13-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"1131","5757","18","11th","Female","St. Pauls Episcopal School","1","1","Friend","Mobile","AL",,"36608",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","08-17-2021","10-13-2021","10-13-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"1132","7512","19","12th","Male","Park City High School","2","0","Social Media","Park City","UT",,"84098",,"HWI 1A","Hawaiian Islands 1",,"Enrolled","09-07-2021","09-07-2021",,"No","4","Met expectations","Just Right","Not Sure",,"1","Alumni",
"1133","9351","16","9th","Male","Atlanta International School","1","0","Friend","Atlanta","GA",,"30306",,"SPM 2A","Spain + Morocco 2",,"Enrolled","01-18-2022","01-18-2022",,"No",,,,,,"5","Cancelled",
"1134","8347","15","8th","Male","Metairie Park Country Day School","3","1","Friend","New Orleans","LA",,"70115",,"BCO 2A","British Columbia 2",,"Enrolled","09-09-2021","09-09-2021",,"No","4","Met expectations","Just Right","Not Sure",,"5","Enrolled","CRO 3B"
"1135","8156","16","9th","Male","The Lovett School","1","1","I'm a Moondance Alumni","Atlanta","GA",,"30339","No","EGP 3B","Ecuador+Galapagos 3",,"Enrolled","08-19-2021","08-19-2021",,"No","5","Exceeded expectations","Just Right","Yes","BCR","5","Alumni",
"1136","6928","16","9th","Male","The Lovett School","3","2","Friend","Atlanta","GA","United States","30339",,"MAU 1A","Maui 1",,"Enrolled","08-12-2021","08-13-2021",,"No","4","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Enrolled","CRO 1B"
"1137","5892","17","10th","Female","Ensworth School","1","1","Friend","Nashville","TN","United States","37205",,"HWI 2A","Hawaiian Islands 2",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Cancelled",
"1138","5399","19","11th","Female","Charlotte Latin School","3","0","I'm a Moondance Alumni","Charlotte","NC",,"28209",,"SLO 1A","Slovenia 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Not Sure","MYS","Off the Charts (Highest)","Enrolled","KIL 2.5"
"1139","8332","15","8th","Female","Douglas Freeman High School","2","0","Friend","Richmond","VA",,"23229",,"BGW 3C","Big Wild 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes",,,,,"FIJ; BCR","5","Enrolled","CRO 1B"
"1140","6173","18","11th","Male","Charlotte Country Day School","2","2","Friend","Charlotte","NC",,"28209",,"CHA 2A","Chamonix Alps 2",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Long","No","aged out","3","Alumni",
"1141","7745","16","9th","Female","Highland Park High School","2","0","Friend","Dallas","TX",,"75205",,"BGW 1B","Big Wild 1",,"Enrolled","09-09-2021","09-09-2021",,"No","4","Met expectations","Too Long","Yes","SAF, FIJ, ICE","Off the Charts (Highest)","Enrolled","KIL 1"
"1142","9353","16","9th","Male","Rippowam Cisqua School","1","0","Friend","Mount Kisco","NY",,"10549",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","01-19-2022","01-19-2022",,"Yes","5","Met expectations","Just Right","Not Sure","BGW, HWI","4","Alumni",
"1143","8936","16","9th","Female","Porter Gaud School","2","1","Friend","Johns Island","SC",,"29455",,"MID 3","MID3",,"Enrolled","10-12-2021","10-12-2021",,"No","5","Met expectations","Just Right","Yes","FIJ, CRO, EGP","Off the Charts (Highest)","Enrolled","FIJ 3B"
"1144","5271","17","9th","Male","Woodberry Forest School","2","3","Friend","Charlotte","NC",,"28207","Yes","CRO 2A","Croatia 2","2","Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes","FIJ","4","Alumni",
"1145","5288","15","8th","Female","Virginia Episcopal School (VES)","4","3","Friend","Charlotte","NC",,"28207","Yes","BGW 2B","Big Wild 2","2","Enrolled","08-12-2021","09-24-2021","09-24-2021","Yes","5","Met expectations","Just Right","Yes","CRO, EGP","Off the Charts (Highest)","Enrolled","SPM 2B"
"1146","5281","15","8th","Female","Charlotte Latin School","4","3","Friend","Charlotte","NC",,"28207","Yes","MAU 2B","Maui 2","2","Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","SAF, CRO","5","Enrolled","SAF 2B"
"1147","5504","18","11th","Female","Providence Day School","2","0","Friend","Charlotte","NC",,"28226",,"HWI 3A","Hawaiian Islands 3",,"Enrolled","09-09-2021","02-11-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KEZ, SLO","Off the Charts (Highest)","Enrolled","CHA 3A"
"1148","6103","19","12th","Female","Henry Clay High School","1","0","Friend","Lexington","KY",,"40502",,"THA 1B","Thailand 1",,"Enrolled","08-18-2021","08-18-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right",,,"5","Alumni",
"1149","8230","15","8th","Female","Charles R. Drew Charter School","1","2","Friend","Atlanta","GA","United States","30317",,"BCO 2B","British Columbia 2","1","Enrolled","08-19-2021","08-19-2021",,"No","5","Met expectations","Just Right","Yes","ICE, MAU, DOL","Off the Charts (Highest)","Alumni",
"1150","8236","14","7th","Female","Charles R. Drew Charter School","1","2","Friend","Atlanta","GA","United States","30317",,"COT 2A","Colorado Trail 2","1","Enrolled","08-29-2021","08-31-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MAU; PNW; BGW","Off the Charts (Highest)","Alumni",
"1151","7085","17","10th","Male","Gaston Day School","3","1","Friend","Gastonia","NC",,"28056",,"CRO 3A","Croatia 3","1","Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Met expectations","Too Short","Yes","CHA; KIL; THA","5","Enrolled","CHA 1A"
"1152","8057","15","7th","Male","Gaston Day School","2","1","Friend","Gastonia","NC",,"28056",,"BCO 3A","British Columbia 3","1","Enrolled","08-12-2021","08-19-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes",,"4","Enrolled","CAN 1"
"1153","7017","17","10th","Female","Page High School","2","0","Friend","Greensboro","NC",,"27408",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","08-12-2021","09-01-2021","09-01-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO, FIJ, NLT","Off the Charts (Highest)","Alumni",
"1154","7954","16","9th","Female","Mountain Brook High School","2","0","Family","Birmingham","AL",,"35223",,"SAF 2B","South Africa 2",,"Enrolled","09-09-2021","09-30-2021",,"No","5","Met expectations","Just Right","Yes","THA, KIL","4","Enrolled","THA 1B"
"1155","8623","17","10th","Male","RJ Reynolds High School","2","2","Word of Mouth","Winston-Salem","NC",,"27104",,"SAF 3B","South Africa 3",,"Enrolled","09-09-2021","09-13-2021",,"Yes","5","Met expectations","Just Right","Yes","HWI","Off the Charts (Highest)","Enrolled","MAD 2"
"1156","9698","15","8th","Male","William Norman","1","1","Friend","Birmingham","MI",,"48009",,"CAN 2","Canyonlands 2",,"Enrolled","04-21-2022","04-22-2022",,"No","5","Met expectations","Just Right","Not Sure",,"5","Alumni",
"1157","8139","18","11th","Female","Pace Academy","1","1","Friend","Atlanta","GA","United States","30306",,"SLO 1B","Slovenia 1",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","SAF","Off the Charts (Highest)","Alumni",
"1158","9440","15","8th","Female","French Broad River Academy for Girls","1","0","Word of Mouth","Fletcher","NC",,"28732",,"ICE 1B","Iceland 1",,"Enrolled","02-07-2022","02-23-2022",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"1159","9038","18","11th","Female","Olympia High School","1","0","Friend","Olympia","WA",,"98502",,"NLT 2B","Northern Lights 2",,"Enrolled","12-15-2021","12-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","No","NOR","4","Alumni",
"1160","7563","15","7th","Male","Springer School","1","0","Web Search","Cincinnati","OH",,"45208",,"COT 2A","Colorado Trail 2",,"Enrolled","06-02-2022","06-02-2022",,"No","3","Met expectations","Just Right","No",,"2","Alumni",
"1161","9511","18","11th","Female","Greenwich Academy","1","0","Friend","Greenwich","CT",,"06830",,"KEZ 2B","Kenya + Zanzibar 2",,"Enrolled","03-01-2022","03-02-2022",,"Yes","4","Met expectations","Just Right","Not Sure",,"4","Alumni",
"1162","4306","16","9th","Male","Lake Highland Preparatory School","2","0","Friend","Orlando","FL",,"32804",,"EGP 1B","Ecuador+Galapagos 1",,"Enrolled","08-24-2021","08-30-2021",,"Yes","4","Met expectations","Just Right","Not Sure",,"2","Alumni",
"1163","8447","14","7th","Male","The Lovett School","2","1","Friend","Atlanta","GA",,"30305",,"CAL 2C","California 2",,"Enrolled","09-05-2021","10-14-2021","10-14-2021","No","5","Met expectations","Just Right","Not Sure",,"5","Enrolled","MAU 3B"
"1164","8011","14","6th","Male","Mount Vernon Presbyterian School","3","0","Friend","Atlanta","GA",,"30319",,"COT 3B","Colorado Trail 3",,"Enrolled","09-09-2021","09-13-2021",,"No","5","Met expectations","Too Long","Yes","BCO","4","Enrolled","BCO 3C"
"1165","8409","16","8th","Male","The Landon School","4","0","Friend","Washington","DC",,"20016",,"MAU 2C","Maui 2",,"Enrolled","09-09-2021","09-09-2021",,"Yes","5","Exceeded expectations","Too Short","Yes",,"Off the Charts (Highest)","Enrolled","BCR 3A"
"1166","8782","15","8th","Female","Boulder High School","2","0","Family","Boulder","CO",,"80304",,"BCO 3B","British Columbia 3",,"Enrolled","09-14-2021","09-14-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","BCR",,"Enrolled","MAU 3C"
"1167","8159","17","9th","Female","St. Paul's School for Girls","2","0","Friend","Stevenson","MD",,"21153",,"MAU 2A","Maui 2",,"Enrolled","09-09-2021","09-29-2021","09-29-2021","No","5","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Enrolled","KEZ 2C"
"1168","8318","16","9th","Female","Wesleyan School","2","2","I'm a Moondance Alumni","Peachtree Corners","GA",,"30092",,"PNW 1A","Pacific Northwest 1",,"Enrolled","09-05-2021","09-10-2021","09-10-2021","Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","FIJ, HWI","Off the Charts (Highest)","Enrolled","FIJ 2A"
"1169","5506","17","10th","Female","Holy Innocents Episcopal School","3","0","Friend","Atlanta","GA",,"30327",,"CHA 3B","Chamonix Alps 3",,"Enrolled","08-12-2021","08-12-2021",,"No",,,,,,"Off the Charts (Highest)","Enrolled","KIL 2.5"
"1170","9194","15","8th","Male","Phillips Middle School","2","0","Friend","Chapel Hill","NC",,"27517",,"CAN 2","Canyonlands 2",,"Enrolled","11-29-2021","11-29-2021",,"No","4","Exceeded expectations","Just Right","Yes","ICE","5","Alumni",
"1171","8134","14","6th","Male","St. Christopher's School","3","2","I'm a Moondance Alumni","Richmond","VA","United States","23221","No","CAL 3C","California 3","1","Enrolled","08-17-2021","01-24-2022","09-07-2021, 01-24-2022","Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MAU",,"Enrolled","BCO 3A"
"1172","5267","17","9th","Female","Mount Vernon Presbyterian School","2","2","I'm a Moondance Alumni","Richmond","VA","United States","23221","No","SAF 3B","South Africa 3","1","Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","FIJ","3","Alumni",
"1173","8495","15","8th","Female","Charlotte Country Day School","2","0","Friend","Charlotte","NC",,"28207",,"ICE 2B","Iceland 2",,"Enrolled","09-09-2021","09-09-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","CRO, FIJ, SAF","5","Enrolled","CRO 2B"
"1174","3354","18","11th","Female","Providence Day School","2","1","I'm a Moondance Alumni","Charlotte","NC",,"28209","No","MPU 1","Machu Picchu 1",,"Enrolled","08-17-2021","08-19-2021","08-19-2021","No","5","Met expectations","Just Right","Not Sure","KEZ","5","Alumni",
"1175","8287","16","8th","Male","Steward School","1","0","Friend","Henrico","VA",,"23229",,"MAU 2C","Maui 2",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Exceeded expectations","Too Long","Not Sure",,"5","Alumni",
"1176","8866","15","9th","Male","John Burroughs School","1","0","Friend","University City","MO",,"63130",,"FIJ 1B","Fiji 1",,"Enrolled","09-27-2021","09-27-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","THA","5","Alumni",
"1177","9232","16","9th","Male","St. Andrew's Episcopal School (TX)","3","0","Friend","Austin","TX",,"78703",,"FIJ 1A","Fiji 1",,"Enrolled","12-13-2021","12-13-2021",,"No","5","Met expectations","Just Right","Not Sure",,"5","Enrolled","SAF 1A"
"1178","9042","16","9th","Female","Ensworth School","2","0","Friend","Franklin","TN",,"37064",,"FIJ 1B","Fiji 1",,"Enrolled","10-25-2021","10-28-2021",,"Yes","4","Met expectations","Just Right","Yes",,"5","Enrolled","KEZ 1B"
"1179","6293","15","8th","Female","St. Mary's School (Raleigh)","4","1","I'm a sibling of a Moondance Alumni","Raleigh","NC",,"27608",,"BCR 1B","Belize+Costa Rica 1B","1","Enrolled","08-12-2021","02-25-2022",,"Yes","5","Exceeded expectations","Just Right","Not Sure","FIJ","Off the Charts (Highest)","Enrolled","CRO 3B"
"1180","3328","17","10th","Female","Broughton High School","5","1","I'm a sibling of a Moondance Alumni","Raleigh","NC",,"27608",,"SAF 3A","South Africa 3","1","Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","THA; KIL; SLO","Off the Charts (Highest)","Enrolled","CHA 6B"
"1181","8483","15","8th","Female","Charlotte Country Day School","3","0","Friend","Charlotte","NC",,"28209",,"BCO 2A","British Columbia 2",,"Enrolled","09-09-2021","09-09-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","EGP, FIJ, CRO","5","Enrolled","SAF 2A"
"1182","6801","15","8th","Female","St. Mary's School (Raleigh)","4","0","Friend","Raleigh","NC",,"27608",,"BCR 2C","Belize+Costa Rica 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","SPM, THA, ICE, EGP","4","Enrolled","SAF 2B"
"1183","8315","16","8th","Female","Ensworth School","3","0","Friend","Franklin","TN",,"37069",,"BGW 3B","Big Wild 3",,"Enrolled","09-09-2021","09-22-2021","09-22-2021","No","5","Met expectations","Just Right","Yes","PNW, ICE, MID","Off the Charts (Highest)","Enrolled","CRO 1B"
"1184","8428","17","10th","Female","St. Marys School","1","1","Word of Mouth","Raleigh","NC",,"27608",,"HWI 2B","Hawaiian Islands 2",,"Enrolled","09-09-2021","09-17-2021",,"Yes","Off the Charts (Highest)","Met expectations","Too Short","Yes",,"Off the Charts (Highest)","Cancelled",
"1185","9691","17","10th","Female","St. Anne's Belfield School","2","0","Friend","Charlottesville","VA",,"22903",,"SLO 2B","SLO 2",,"Enrolled","05-04-2022","05-06-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CHA,KEZ","Off the Charts (Highest)","Enrolled","CHA 3B"
